Rk,Player,Pos,Age,Tm,G,MP ▾,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
368,Elton Brand,PF,35,ATL,32,431,9.6,.445,.012,.221,7.2,17.5,12.5,5.9,1.9,4.7,13.7,11.6,,-0.1,0.7,0.6,.072,,-4.5,3.4,-1.2,0.1
369,Andrew Nicholson,PF,25,ORL,36,430,9.7,.464,.207,.132,3.1,14.2,8.6,8.0,0.7,2.1,10.2,21.7,,-0.3,0.2,-0.1,-0.012,,-4.5,-2.2,-6.7,-0.5
370,Brandon Davies,PF,23,TOT,27,423,10.5,.463,.248,.270,9.3,12.1,10.7,12.4,2.1,1.3,15.9,18.9,,-0.2,0.4,0.2,.028,,-3.1,0.0,-3.1,-0.1
371,Kendall Marshall,PG,23,MIL,28,417,12.5,.562,.455,.089,0.6,7.1,3.8,31.2,2.6,0.0,25.0,15.1,,0.3,0.4,0.7,.086,,-1.6,-2.5,-4.1,-0.2
372,Mike Muscala,PF,23,ATL,36,406,19.0,.597,.133,.195,13.2,16.3,14.8,7.1,1.6,3.3,10.3,17.5,,1.0,0.6,1.6,.188,,0.7,0.7,1.4,0.3
373,Jabari Brown,SG,22,LAL,15,394,9.6,.544,.374,.439,0.8,6.7,3.6,8.6,1.3,0.4,15.3,17.1,,0.1,0.0,0.1,.013,,-1.8,-2.5,-4.3,-0.2
374,Jason Richardson,SG,34,PHI,18,392,10.8,.440,.533,.121,3.4,14.3,8.6,16.5,1.5,0.6,7.9,21.0,,-0.1,0.3,0.2,.029,,-1.7,-1.8,-3.5,-0.1
375,Joel Anthony,C,32,DET,46,384,15.2,.610,.000,.333,8.1,16.2,12.0,1.9,1.5,9.8,11.6,9.0,,0.6,0.6,1.2,.152,,-3.1,5.0,1.9,0.4
376,Jerome Jordan,C,28,BRK,42,374,16.5,.608,.000,.440,15.4,15.5,15.5,5.4,1.1,3.2,16.8,15.9,,0.8,0.3,1.2,.149,,-0.3,0.1,-0.2,0.2
377,Jeff Ayres,PF,27,SAS,48,370,14.5,.613,.000,.396,11.2,23.1,17.3,5.7,1.1,1.6,18.3,16.1,,0.6,0.6,1.2,.152,,-2.0,0.4,-1.5,0.0
378,Ryan Hollins,C,30,SAC,42,369,12.4,.661,.000,.694,9.5,16.4,13.1,5.9,0.7,3.2,22.1,12.4,,0.5,0.2,0.8,.098,,-1.5,0.1,-1.4,0.1
379,Tyler Ennis,PG,20,TOT,29,364,7.5,.422,.304,.056,1.6,8.1,4.8,26.2,2.2,1.1,21.9,20.2,,-0.6,0.4,-0.2,-0.032,,-4.9,-1.3,-6.3,-0.4
380,Greg Smith,PF,24,DAL,40,355,10.6,.614,.000,.771,8.0,16.5,12.2,3.5,1.0,2.5,14.6,9.5,,0.5,0.3,0.8,.114,,-1.8,1.0,-0.8,0.1
381,Kyle Anderson,SF,21,SAS,31,351,8.3,.393,.125,.159,1.6,20.6,11.3,11.2,2.0,1.5,9.6,13.5,,-0.3,0.6,0.3,.045,,-5.1,2.3,-2.7,-0.1
382,Johnny O'Bryant,PF,21,MIL,31,340,4.4,.399,.000,.211,7.5,10.4,8.9,6.8,0.8,1.0,15.6,18.7,,-0.6,0.3,-0.4,-0.050,,-6.9,-1.6,-8.5,-0.6
383,Reggie Bullock,SF,23,TOT,35,331,6.2,.472,.652,.101,0.3,16.0,8.3,3.2,1.4,1.0,10.0,10.9,,-0.2,0.3,0.1,.019,,-3.6,-0.4,-4.0,-0.2
384,Erick Green,PG,23,DEN,39,330,9.1,.445,.298,.084,0.9,6.4,3.6,14.6,1.5,0.0,7.5,19.3,,-0.1,0.1,0.0,.004,,-2.8,-2.9,-5.7,-0.3
385,Sebastian Telfair,PG,29,OKC,16,327,11.4,.479,.480,.272,0.7,9.0,4.9,21.0,1.5,0.0,11.4,20.8,,0.2,0.2,0.4,.063,,-0.5,-2.9,-3.4,-0.1
386,A.J. Price,PG,28,TOT,26,324,12.0,.451,.416,.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,,0.0,0.2,0.3,.041,,-0.7,-3.1,-3.8,-0.1
387,Doug McDermott,SF,23,CHI,35,318,6.2,.480,.383,.140,2.1,12.4,7.4,3.1,0.7,0.2,13.0,18.5,,-0.3,0.2,0.0,-0.006,,-4.7,-3.2,-7.9,-0.5
388,Jeffery Taylor,SF,25,CHO,25,312,8.8,.485,.333,.358,3.8,10.8,7.2,8.1,1.7,0.3,12.2,15.6,,0.0,0.3,0.3,.049,,-3.1,-0.3,-3.3,-0.1
389,Martell Webster,SF,28,WAS,30,309,4.0,.403,.450,.650,3.4,12.1,7.9,6.2,1.0,0.3,15.6,17.9,,-0.5,0.3,-0.2,-0.030,,-5.6,-1.5,-7.0,-0.4
390,James Young,SG,19,BOS,30,308,8.4,.453,.642,.263,3.2,11.5,7.3,5.2,1.3,0.5,4.5,15.8,,0.0,0.2,0.3,.041,,-2.1,-2.0,-4.1,-0.2
391,Austin Daye,SF,26,TOT,31,301,8.4,.458,.496,.031,2.7,22.5,12.8,6.8,1.7,0.7,12.9,22.3,,-0.4,0.5,0.0,.006,,-4.3,-1.3,-5.6,-0.3
392,Josh McRoberts,PF,27,MIA,17,296,10.2,.613,.358,.245,2.9,15.2,9.2,17.6,2.1,0.9,27.3,12.8,,0.1,0.3,0.4,.070,,-1.7,0.7,-1.1,0.1
393,Troy Daniels,SG,23,TOT,43,292,7.4,.485,.760,.050,2.3,7.9,5.0,9.2,0.5,0.0,10.8,20.9,,-0.1,0.0,-0.1,-0.014,,-1.3,-5.2,-6.5,-0.3
394,Darius Morris,PG,24,BRK,35,285,6.8,.386,.327,.089,2.8,7.1,4.9,23.8,1.3,0.0,15.3,19.9,,-0.5,0.1,-0.4,-0.064,,-4.1,-3.2,-7.3,-0.4
395,John Salmons,SF,35,NOP,21,270,5.1,.422,.542,.083,1.7,7.1,4.4,6.7,1.8,1.1,9.1,9.3,,0.0,0.1,0.1,.016,,-2.7,-0.2,-2.9,-0.1
396,Gerald Wallace,SF,32,BOS,31,268,7.1,.431,.088,.441,6.8,16.2,11.4,4.5,2.8,1.1,25.6,8.9,,-0.2,0.4,0.2,.029,,-5.3,2.4,-2.9,-0.1
397,Jeff Withey,C,24,NOP,37,259,17.6,.570,.000,.781,10.1,17.9,14.0,6.4,0.8,5.3,12.2,17.3,,0.5,0.3,0.8,.148,,-1.6,0.6,-1.0,0.1
398,JaVale McGee,C,27,TOT,23,256,14.4,.567,.000,.418,7.3,18.8,12.9,2.0,0.4,6.1,16.1,18.9,,0.1,0.3,0.4,.073,,-5.3,-0.2,-5.5,-0.2
399,Brandon Rush,SG,29,GSW,31,253,0.2,.221,.490,.143,0.9,15.3,8.3,5.7,0.8,3.5,16.1,10.7,,-0.7,0.4,-0.3,-0.066,,-8.4,2.1,-6.3,-0.3
400,Nate Wolters,PG,23,TOT,21,247,4.6,.352,.123,.105,3.7,11.9,7.8,12.2,1.7,0.6,17.9,13.3,,-0.4,0.2,-0.2,-0.038,,-6.1,0.0,-6.1,-0.3
401,Nick Johnson,SG,22,HOU,26,244,5.3,.419,.282,.324,5.9,10.9,8.4,6.8,1.4,1.0,15.6,17.1,,-0.3,0.2,0.0,-0.009,,-5.7,-1.0,-6.7,-0.3
402,John Jenkins,SG,23,ATL,20,235,16.1,.659,.494,.169,0.0,15.1,7.8,6.9,1.5,0.0,8.8,17.7,,0.5,0.3,0.7,.148,,0.9,-2.1,-1.2,0.0
403,Joffrey Lauvergne,C,23,DEN,20,234,9.0,.424,.203,.304,10.7,20.5,15.5,5.9,1.5,3.3,19.0,20.5,,-0.4,0.3,-0.1,-0.029,,-5.7,0.6,-5.1,-0.2
404,Chuck Hayes,C,31,TOR,27,233,9.3,.480,.000,.268,6.4,14.4,10.4,11.6,2.2,1.0,14.9,10.5,,0.2,0.2,0.4,.075,,-2.1,1.1,-1.1,0.1
405,Larry Drew,PG,24,PHI,12,219,4.5,.388,.448,.052,0.5,7.3,3.7,34.0,1.4,0.0,29.6,16.8,,-0.5,0.1,-0.4,-0.087,,-7.3,-4.1,-11.4,-0.5
406,John Lucas,PG,32,DET,17,218,13.6,.481,.272,.062,1.0,3.1,2.0,35.5,1.9,0.0,13.5,19.5,,0.2,0.1,0.3,.069,,-1.2,-4.9,-6.1,-0.2
407,Landry Fields,SF,26,TOR,26,216,10.8,.527,.049,.146,5.4,8.6,7.0,10.1,2.6,0.0,15.5,10.8,,0.2,0.1,0.3,.071,,-1.5,0.1,-1.4,0.0
408,Jeff Adrien,PF,28,MIN,17,215,14.2,.494,.000,.864,11.8,29.7,20.5,10.5,0.9,3.3,12.9,14.3,,0.2,0.2,0.4,.089,,-2.7,0.6,-2.1,0.0
409,Devyn Marble,SG,22,ORL,16,208,5.8,.362,.500,.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,,-0.3,0.2,-0.1,-0.033,,-4.7,0.2,-4.5,-0.1
410,Dwight Powell,PF,23,TOT,26,206,14.8,.579,.121,.500,8.5,14.0,11.2,5.6,2.2,1.6,12.4,17.5,,0.4,0.2,0.6,.139,,-0.5,0.1,-0.4,0.1
411,Jeremy Evans,SF,27,UTA,34,204,19.1,.654,.073,.439,10.9,19.7,15.3,7.2,1.6,4.7,9.3,12.2,,0.6,0.3,0.9,.221,,0.6,2.1,2.7,0.2
412,Ricky Ledo,SG,22,TOT,14,202,7.6,.453,.305,.268,6.1,11.2,8.5,14.4,1.3,0.0,19.4,25.9,,-0.4,0.0,-0.4,-0.091,,-4.0,-3.4,-7.4,-0.3
413,Francisco Garcia,SF,33,HOU,14,200,3.6,.347,.714,.063,1.6,7.7,4.7,11.0,2.2,1.9,13.4,16.2,,-0.4,0.2,-0.2,-0.044,,-5.1,-0.2,-5.3,-0.2
414,Steve Novak,SF-PF,31,TOT,34,196,8.7,.554,.857,.036,1.2,11.5,6.4,8.7,0.0,0.8,8.1,14.2,,0.2,0.1,0.3,.076,,-0.1,-3.2,-3.4,-0.1
415,Cartier Martin,SF,30,DET,22,195,1.0,.333,.647,.000,0.0,11.6,5.6,6.7,0.8,0.4,8.9,12.7,,-0.3,0.1,-0.2,-0.060,,-5.8,-1.5,-7.3,-0.3
416,Malcolm Thomas,PF,26,PHI,17,194,8.2,.492,.175,.325,8.5,23.5,15.6,6.0,0.8,0.4,22.1,13.2,,-0.1,0.2,0.1,.024,,-6.4,-1.0,-7.5,-0.3
417,Jordan Adams,SG,20,MEM,26,193,12.3,.507,.311,.262,2.4,7.1,4.7,9.7,3.5,3.0,13.9,18.8,,0.0,0.3,0.3,.074,,-2.1,1.6,-0.5,0.1
418,Tim Frazier,PG,24,TOT,9,182,7.2,.376,.255,.362,2.9,9.4,6.0,38.1,2.2,0.0,25.9,17.7,,-0.4,0.2,-0.2,-0.052,,-6.0,-2.4,-8.4,-0.3
419,Glenn Robinson,SG-SF,21,TOT,32,180,6.5,.405,.250,.417,5.9,11.6,8.7,5.2,1.1,0.5,11.0,15.6,,-0.2,0.0,-0.1,-0.033,,-5.5,-2.9,-8.3,-0.3
420,Raymond Felton,PG,30,DAL,25,175,9.2,.436,.313,.179,0.6,7.6,4.1,20.0,1.7,1.4,15.2,21.8,,-0.2,0.1,-0.1,-0.020,,-4.0,-1.9,-5.9,-0.2
421,Ian Clark,SG,23,TOT,27,172,7.7,.461,.551,.143,2.7,6.7,4.7,9.9,1.9,0.9,11.8,15.7,,0.0,0.1,0.1,.038,,-2.3,-1.5,-3.8,-0.1
422,Luigi Datome,SF,27,TOT,18,167,12.7,.558,.449,.000,1.3,15.3,8.2,7.4,0.3,2.8,10.4,20.2,,0.1,0.1,0.2,.061,,-1.7,-1.8,-3.5,-0.1
423,Noah Vonleh,PF,19,CHO,21,163,13.9,.480,.133,.356,11.8,21.4,16.5,2.9,0.9,3.4,8.8,15.9,,0.1,0.3,0.4,.113,,-3.9,-0.1,-4.0,-0.1
424,Toney Douglas,PG,28,NOP,10,160,12.2,.454,.348,.283,1.4,14.1,7.8,21.2,3.3,1.9,14.8,17.3,,0.0,0.2,0.2,.059,,-1.8,1.1,-0.7,0.1
425,DeJuan Blair,PF,25,WAS,27,151,6.8,.473,.000,.130,9.2,26.3,18.0,3.1,1.0,0.5,18.4,18.0,,-0.2,0.2,0.1,.023,,-7.0,-1.5,-8.4,-0.2
426,Jorge Gutierrez,PG,26,TOT,17,138,11.4,.555,.091,.273,3.3,14.7,9.1,20.3,1.9,0.0,19.6,15.1,,0.1,0.1,0.3,.090,,-2.3,-0.4,-2.8,0.0
427,Ekpe Udoh,PF,27,LAC,33,128,11.6,.519,.000,.375,6.3,16.4,11.5,8.5,3.2,4.5,20.0,12.3,,0.0,0.2,0.3,.101,,-3.4,4.2,0.8,0.1
428,Shavlik Randolph,PF,31,TOT,21,126,7.2,.298,.143,.343,13.8,19.3,16.5,4.4,2.0,1.8,6.9,15.1,,-0.2,0.2,0.0,-0.003,,-5.7,0.0,-5.7,-0.1
429,Dahntay Jones,SF,34,LAC,32,123,1.8,.406,.190,.524,0.9,8.1,4.6,2.1,1.2,0.0,3.7,9.9,,0.0,0.1,0.0,.011,,-5.1,-1.3,-6.4,-0.1
430,JaMychal Green,PF,24,TOT,21,122,13.0,.564,.128,.205,14.1,17.6,15.9,4.1,0.4,1.9,20.6,20.1,,0.1,0.2,0.2,.079,,-3.0,-2.0,-5.0,-0.1
431,James Michael McAdoo,PF,22,GSW,14,121,18.3,.548,.000,.525,13.8,18.1,16.0,1.2,2.0,4.9,9.2,19.5,,0.2,0.2,0.5,.182,,-2.7,0.0,-2.7,0.0
432,Elliot Williams,SG,25,TOT,13,119,8.7,.477,.486,.108,0.0,7.6,3.8,15.6,1.8,0.0,9.4,16.5,,0.0,0.1,0.1,.039,,-1.7,-2.9,-4.6,-0.1
433,Jordan Hamilton,SF,24,LAC,13,118,8.2,.543,.600,.000,2.0,13.1,7.7,8.5,0.4,0.0,10.3,14.9,,0.1,0.1,0.1,.055,,-1.1,-2.5,-3.6,0.0
434,Nazr Mohammed,C,37,CHI,21,118,7.7,.412,.000,.103,9.5,21.6,15.7,2.6,1.8,2.4,18.8,14.2,,-0.2,0.2,0.0,.015,,-6.9,0.3,-6.6,-0.1
435,Jarnell Stokes,PF,21,MEM,18,117,16.6,.563,.000,.788,14.7,16.5,15.6,4.1,1.8,2.8,13.6,20.2,,0.2,0.2,0.4,.159,,-1.2,-0.1,-1.4,0.0
436,Bernard James,C,29,DAL,12,112,19.2,.698,.000,1.200,13.6,14.8,14.2,4.8,0.5,7.3,11.6,10.3,,0.4,0.1,0.5,.231,,1.0,3.1,4.1,0.2
437,Shayne Whittington,PF,23,IND,20,108,19.9,.547,.143,.548,10.3,19.4,14.9,9.6,2.4,1.5,8.8,23.9,,0.3,0.2,0.4,.200,,0.5,0.0,0.4,0.1
438,Brendan Haywood,C,35,CLE,21,104,8.3,.478,.000,.370,6.7,23.9,15.4,2.9,1.0,6.1,24.2,18.0,,-0.2,0.2,0.0,-0.007,,-8.4,1.2,-7.3,-0.1
439,Kenyon Martin,PF,37,MIL,11,104,10.1,.437,.000,.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,,0.0,0.2,0.2,.083,,-4.4,3.6,-0.8,0.0
440,Chris Douglas-Roberts,SG,28,LAC,12,103,3.3,.387,.333,.381,1.1,11.8,6.6,5.0,0.5,0.0,0.0,10.7,,0.0,0.0,0.0,.019,,-4.4,-1.6,-6.1,-0.1
441,C.J. Wilcox,SG,24,LAC,21,101,8.6,.527,.500,.053,1.1,6.6,3.9,12.0,1.5,0.8,20.5,21.9,,-0.1,0.1,-0.1,-0.024,,-3.3,-2.7,-6.0,-0.1
442,Reggie Williams,SF,28,SAS,19,101,11.9,.477,.514,.108,5.7,13.2,9.5,15.1,0.5,0.0,4.9,18.3,,0.1,0.1,0.2,.106,,0.3,-2.2,-1.9,0.0
443,Earl Barron,C,33,PHO,13,89,-0.2,.291,.042,.333,9.8,11.2,10.5,3.1,1.1,0.0,12.7,15.5,,-0.2,0.1,-0.2,-0.089,,-7.9,-2.1,-9.9,-0.2
444,Shannon Brown,SG,29,MIA,5,89,4.4,.482,.368,.211,0.0,1.3,0.7,5.2,2.4,0.0,16.2,13.1,,-0.1,0.0,0.0,-0.016,,-4.2,-1.9,-6.1,-0.1
445,Jared Cunningham,SG,23,LAC,19,89,7.3,.452,.394,.394,1.3,10.0,5.7,16.4,1.7,0.0,15.3,23.2,,-0.1,0.1,0.0,-0.024,,-4.0,-2.7,-6.7,-0.1
446,Xavier Henry,SF,23,LAL,9,86,4.9,.424,.000,1.846,2.5,2.7,2.6,4.8,1.8,0.0,11.3,13.8,,-0.1,0.0,-0.1,-0.030,,-5.5,-2.4,-7.8,-0.1
447,Victor Claver,SF,26,POR,10,76,9.3,.600,.550,.000,4.3,23.5,14.1,1.9,0.7,0.9,16.7,14.2,,0.0,0.1,0.1,.088,,-2.9,-1.3,-4.2,0.0
448,Dwight Buycks,PG,25,LAL,4,74,17.1,.725,.318,.364,2.9,12.4,7.5,13.4,2.1,0.0,28.2,21.4,,0.1,0.0,0.1,.071,,-0.1,-2.1,-2.2,0.0
449,Earl Clark,PF,27,BRK,7,73,9.4,.430,.444,.074,1.5,26.0,13.9,4.3,2.1,4.4,12.5,19.9,,-0.1,0.1,0.0,-0.014,,-6.0,0.7,-5.4,-0.1
450,Jannero Pargo,PG,35,CHO,9,73,14.9,.571,.629,.057,0.0,4.6,2.3,20.6,0.0,0.0,7.7,24.2,,0.1,0.0,0.2,.116,,3.0,-6.1,-3.1,0.0
451,Sean Kilpatrick,SG,25,MIN,4,72,10.0,.506,.650,.200,1.5,8.2,4.8,8.4,2.1,0.0,8.4,14.5,,0.1,0.0,0.1,.036,,-0.7,-2.9,-3.7,0.0
452,Ognjen Kuzmic,C,24,GSW,16,72,12.9,.727,.000,.333,10.8,14.5,12.7,11.1,1.4,1.0,26.7,11.3,,0.2,0.1,0.3,.173,,-0.3,1.1,0.8,0.1
453,Drew Gordon,C,24,PHI,9,71,3.7,.428,.158,.105,10.2,17.7,13.7,4.8,0.7,0.0,28.7,17.2,,-0.2,0.1,-0.1,-0.093,,-9.0,-2.3,-11.4,-0.2
454,Will Cherry,PG,23,CLE,8,69,5.8,.347,.474,.316,1.7,6.5,4.2,16.3,4.5,1.1,15.6,16.8,,-0.1,0.1,0.0,-0.021,,-4.4,0.7,-3.7,0.0
455,Bryce Cotton,PG,22,UTA,11,68,5.5,.449,.348,.261,3.4,11.8,7.7,11.6,0.8,0.0,21.4,22.1,,-0.1,0.0,-0.1,-0.058,,-5.8,-2.9,-8.8,-0.1
456,Greg Stiemsma,C,29,TOR,17,66,7.8,.717,.000,.500,15.8,10.5,13.1,6.6,1.6,0.0,41.8,11.5,,0.0,0.0,0.1,.050,,-1.0,-0.6,-1.6,0.0
457,Quincy Miller,PF,22,TOT,7,63,11.3,.372,.389,.611,3.7,17.5,10.8,9.0,4.8,3.8,11.6,18.1,,-0.1,0.1,0.0,.017,,-4.6,2.4,-2.3,0.0
458,Cameron Bairstow,PF,24,CHI,17,62,2.1,.309,.000,.357,10.8,3.4,7.0,2.3,1.7,1.2,15.6,13.9,,-0.1,0.0,-0.1,-0.052,,-6.8,-0.9,-7.7,-0.1
459,Clint Capela,C,20,HOU,10,55,4.5,.254,.000,.714,20.0,30.2,25.1,2.8,0.9,8.5,15.3,25.7,,-0.3,0.1,-0.2,-0.179,,-14.0,0.3,-13.7,-0.2
460,Jack Cooley,PF,23,UTA,12,52,11.1,.480,.000,.462,9.0,22.1,15.6,0.0,5.1,1.5,11.3,15.6,,0.0,0.1,0.1,.113,,-5.4,-0.7,-6.1,-0.1
461,Russ Smith,PG,23,TOT,10,50,-5.9,.359,.500,.500,2.3,6.8,4.5,11.1,2.1,0.0,33.9,27.0,,-0.3,0.0,-0.3,-0.277,,-11.5,-2.6,-14.1,-0.2
462,Gal Mekel,PG,26,NOP,4,43,0.5,.150,.150,.000,0.0,2.6,1.3,42.4,2.4,0.0,9.1,23.3,,-0.2,0.0,-0.2,-0.238,,-10.3,-6.4,-16.7,-0.2
463,Darius Miller,SF,24,NOP,5,43,-5.1,.143,.143,.000,0.0,2.6,1.3,6.1,1.2,0.0,12.5,8.5,,-0.1,0.0,-0.1,-0.123,,-8.4,-1.5,-9.9,-0.1
464,Glen Rice,SG,24,WAS,5,43,-3.6,.312,.467,.400,5.4,5.1,5.3,6.5,0.0,0.0,10.2,20.8,,-0.1,0.0,-0.1,-0.121,,-7.0,-4.1,-11.0,-0.1
465,Andrei Kirilenko,SF,33,BRK,7,36,2.8,.222,.000,.800,6.3,18.6,12.5,3.6,1.4,0.0,12.9,9.8,,-0.1,0.0,0.0,-0.060,,-8.1,-0.2,-8.3,-0.1
466,Zoran Dragic,SG,25,TOT,14,34,-3.2,.209,.538,.231,10.0,6.7,8.4,12.6,0.0,0.0,12.3,21.7,,-0.2,0.0,-0.2,-0.242,,-8.4,-4.4,-12.8,-0.1
467,Lester Hudson,SG,30,LAC,3,34,9.0,.359,.250,.500,0.0,19.5,10.0,7.7,7.5,0.0,17.0,15.6,,-0.1,0.1,0.0,.010,,-5.9,5.0,-0.9,0.0
468,Paul George,SF,24,IND,2,30,18.7,.531,.474,.316,0.0,18.4,9.2,12.8,6.9,0.0,18.8,40.1,,-0.1,0.1,0.0,.039,,-0.7,0.7,0.0,0.0
469,Patrick Christopher,SG,26,UTA,4,29,-2.6,.250,.333,.000,8.1,15.8,12.0,0.0,1.8,0.0,7.7,20.6,,-0.1,0.0,-0.1,-0.151,,-10.6,-5.7,-16.4,-0.1
470,Grant Jerrett,PF,21,TOT,6,28,-9.9,.206,.765,.000,3.9,11.3,7.7,5.3,0.0,5.6,10.5,29.3,,-0.2,0.0,-0.2,-0.335,,-11.7,-3.7,-15.3,-0.1
471,Will Bynum,SG,32,WAS,4,27,9.4,.385,.231,.000,0.0,8.2,4.2,49.0,1.9,3.0,18.8,26.9,,-0.1,0.0,0.0,-0.041,,-4.5,-2.1,-6.6,0.0
472,Arinze Onuaku,C,27,MIN,2,26,12.4,.750,.000,.000,4.3,27.3,15.4,6.0,0.0,3.0,20.0,8.5,,0.0,0.0,0.0,.081,,-3.3,-0.7,-4.1,0.0
473,Bruno Caboclo,SF,19,TOR,8,23,-1.9,.417,.250,.000,5.0,5.0,5.0,0.0,0.0,3.5,25.0,31.5,,-0.1,0.0,-0.1,-0.275,,-12.6,-6.3,-18.9,-0.1
474,Lucas Nogueira,C,22,TOR,6,23,5.2,.307,.000,.500,10.0,45.2,27.6,6.2,4.5,0.0,17.0,23.1,,-0.1,0.1,0.0,-0.072,,-11.0,0.7,-10.3,0.0
475,Miroslav Raduljica,C,27,MIN,5,23,3.3,.450,.000,.250,9.6,15.4,12.4,0.0,2.2,0.0,18.4,20.8,,0.0,0.0,0.0,-0.055,,-8.2,-6.1,-14.2,-0.1
476,Andre Dawkins,SG,23,MIA,4,22,-5.0,.250,1.000,.000,0.0,10.8,5.5,6.7,0.0,0.0,14.3,15.0,,-0.1,0.0,-0.1,-0.173,,-7.6,-3.9,-11.5,-0.1
477,Ronny Turiaf,C,32,MIN,2,19,4.3,,,,0.0,6.2,3.0,13.9,0.0,0.0,,0.0,,0.0,0.0,0.0,.011,,-5.6,-2.0,-7.6,0.0
478,Toure' Murry,SG-PG,25,TOT,5,18,1.1,.510,.000,.400,6.4,0.0,3.1,8.3,2.8,0.0,40.5,25.0,,-0.1,0.0,-0.1,-0.170,,-10.0,-1.2,-11.2,0.0
479,Jerel McNeal,PG,27,PHO,3,17,-11.6,.200,.200,.000,0.0,13.0,6.4,7.9,0.0,4.5,37.5,20.6,,-0.1,0.0,-0.1,-0.357,,-16.8,0.2,-16.6,-0.1
480,Alex Kirk,C,23,CLE,5,14,8.5,.410,.000,.500,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,,0.0,0.0,0.0,.062,,-3.0,-4.3,-7.4,0.0
481,Julius Randle,PF,20,LAL,1,14,-7.5,.258,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,,-0.1,0.0,-0.1,-0.276,,-12.2,-4.5,-16.7,-0.1
482,Seth Curry,PG,24,PHO,2,8,-11.4,.000,.333,.000,0.0,27.6,13.7,15.6,0.0,0.0,0.0,16.4,,-0.1,0.0,0.0,-0.296,,-14.2,-1.6,-15.7,0.0
483,David Stockton,PG,23,SAC,1,7,-11.1,.205,.500,.500,0.0,31.5,16.2,18.9,0.0,0.0,45.0,28.0,,-0.1,0.0,-0.1,-0.497,,-19.0,-1.7,-20.7,0.0
484,Tyrus Thomas,PF,28,MEM,2,7,31.5,1.064,.000,2.000,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,,0.1,0.0,0.1,.478,,6.8,-8.5,-1.7,0.0
485,David Wear,PF,24,SAC,2,7,2.4,.000,.500,.000,33.6,0.0,16.2,18.9,0.0,0.0,0.0,12.6,,0.0,0.0,0.0,-0.111,,-0.3,-2.7,-3.0,0.0
486,Kalin Lucas,PG,25,MEM,1,6,-0.7,.000,.000,.000,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.7,,0.0,0.0,0.0,-0.057,,-7.9,6.6,-1.4,0.0
487,Jerrelle Benimon,PF,23,UTA,2,3,4.7,,,,38.9,76.5,57.9,0.0,0.0,0.0,100.0,15.3,,0.0,0.0,0.0,-0.215,,-20.2,-6.7,-26.9,0.0
488,Sim Bhullar,C,22,SAC,2,2,29.8,.500,.000,.000,0.0,55.0,28.4,0.0,0.0,0.0,0.0,44.1,,0.0,0.0,0.0,.087,,-10.3,-15.7,-26.0,0.0
489,Malcolm Lee,SG,24,PHI,1,2,-19.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.529,,-21.9,-6.6,-28.5,0.0
490,Eric Moreland,PF,23,SAC,3,2,40.9,1.000,.000,.000,0.0,55.0,28.4,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,.431,,5.8,-10.3,-4.5,0.0
